Scribe: Realistic Handriting in Tensorflow
     by Sam Greydanus



TRAINING MODE...
Namespace(alphabet=' abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ', batch_size=32, bias=1.0, data_dir='./data', data_scale=50, decay=0.95, dropout=0.85, grad_clip=10.0, kmixtures=1, learning_rate=0.0001, log_dir='./logs/', lr_decay=1.0, momentum=0.9, nbatches=500, nepochs=250, nmixtures=8, optimizer='rmsprop', rnn_size=100, save_every=500, save_path='saved/model.ckpt', sleep_time=300, style=-1, text='', train=True, tsteps=150, tsteps_per_ascii=25)

loading data...
	loaded dataset:
		11315 train individual data points
		595 valid individual data points
		353 batches
building model...
	using alphabet abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ
attempt to load saved model...
loaded model: saved/model.ckpt-53500
training...
learning rate: 9.99999974738e-05
53510/125000, loss = -2.169, regloss = -0.21841, valid_loss = -1.937, time = 0.275
109630/125000, loss = -2.175, regloss = -2.15625, valid_loss = -1.951, time = 0.267
109640/125000, loss = -2.239, regloss = -2.15732, valid_loss = -1.932, time = 0.468
109650/125000, loss = -1.996, regloss = -2.15026, valid_loss = -1.935, time = 0.396
109660/125000, loss = -2.182, regloss = -2.15496, valid_loss = -1.948, time = 0.266
109670/125000, loss = -2.079, regloss = -2.15959, valid_loss = -1.940, time = 0.392
109680/125000, loss = -2.158, regloss = -2.15814, valid_loss = -1.952, time = 0.277
109690/125000, loss = -2.203, regloss = -2.15841, valid_loss = -1.937, time = 0.267
109700/125000, loss = -2.279, regloss = -2.16104, valid_loss = -1.917, time = 0.392
109710/125000, loss = -2.022, regloss = -2.15665, valid_loss = -1.958, time = 0.268
109720/125000, loss = -2.311, regloss = -2.16042, valid_loss = -1.944, time = 0.393
109730/125000, loss = -2.111, regloss = -2.16174, valid_loss = -1.922, time = 0.278
109740/125000, loss = -2.074, regloss = -2.16398, valid_loss = -1.943, time = 0.266
109750/125000, loss = -2.333, regloss = -2.16720, valid_loss = -1.942, time = 0.392
109760/125000, loss = -2.326, regloss = -2.16878, valid_loss = -1.931, time = 0.274
109770/125000, loss = -2.120, regloss = -2.16762, valid_loss = -1.943, time = 0.395
109780/125000, loss = -2.188, regloss = -2.17076, valid_loss = -1.953, time = 0.278
109790/125000, loss = -2.117, regloss = -2.17365, valid_loss = -1.924, time = 0.268
109800/125000, loss = -2.279, regloss = -2.17101, valid_loss = -1.946, time = 0.394
109810/125000, loss = -2.126, regloss = -2.17189, valid_loss = -1.943, time = 0.267
109820/125000, loss = -2.180, regloss = -2.16879, valid_loss = -1.920, time = 0.356
109830/125000, loss = -2.325, regloss = -2.16692, valid_loss = -1.945, time = 0.340
109840/125000, loss = -2.184, regloss = -2.16194, valid_loss = -1.942, time = 0.268
109850/125000, loss = -2.154, regloss = -2.16634, valid_loss = -1.941, time = 0.393
109860/125000, loss = -2.070, regloss = -2.16853, valid_loss = -1.939, time = 0.265
109870/125000, loss = -2.188, regloss = -2.17134, valid_loss = -1.939, time = 0.340
109880/125000, loss = -2.185, regloss = -2.16675, valid_loss = -1.932, time = 0.352
109890/125000, loss = -2.121, regloss = -2.16447, valid_loss = -1.942, time = 0.275
109900/125000, loss = -2.215, regloss = -2.16345, valid_loss = -1.931, time = 0.392
109910/125000, loss = -2.044, regloss = -2.16368, valid_loss = -1.927, time = 0.267
109920/125000, loss = -2.199, regloss = -2.16562, valid_loss = -1.954, time = 0.303
109930/125000, loss = -2.236, regloss = -2.16410, valid_loss = -1.941, time = 0.353
109940/125000, loss = -2.007, regloss = -2.16342, valid_loss = -1.941, time = 0.267
109950/125000, loss = -2.090, regloss = -2.16385, valid_loss = -1.936, time = 0.411
109960/125000, loss = -2.129, regloss = -2.16300, valid_loss = -1.948, time = 0.267
109970/125000, loss = -2.109, regloss = -2.16112, valid_loss = -1.929, time = 0.338
109980/125000, loss = -2.153, regloss = -2.15657, valid_loss = -1.971, time = 0.349
109990/125000, loss = -2.162, regloss = -2.15360, valid_loss = -1.931, time = 0.267
learning rate: 9.99999974738e-05
SAVED MODEL
110000/125000, loss = -2.083, regloss = -2.15199, valid_loss = -1.919, time = 0.290
110010/125000, loss = -2.195, regloss = -2.15335, valid_loss = -1.957, time = 0.469
110020/125000, loss = -2.018, regloss = -2.15095, valid_loss = -1.953, time = 0.392
110030/125000, loss = -2.269, regloss = -2.15366, valid_loss = -1.929, time = 0.268
110040/125000, loss = -2.036, regloss = -2.15750, valid_loss = -1.974, time = 0.395
110050/125000, loss = -2.338, regloss = -2.16095, valid_loss = -1.937, time = 0.279
110060/125000, loss = -2.188, regloss = -2.16081, valid_loss = -1.945, time = 0.267
110070/125000, loss = -2.247, regloss = -2.16017, valid_loss = -1.953, time = 0.401
110080/125000, loss = -2.072, regloss = -2.15963, valid_loss = -1.928, time = 0.267
110090/125000, loss = -2.129, regloss = -2.16397, valid_loss = -1.910, time = 0.309
110100/125000, loss = -1.944, regloss = -2.16488, valid_loss = -1.944, time = 0.361
110110/125000, loss = -2.034, regloss = -2.16446, valid_loss = -1.954, time = 0.267
110120/125000, loss = -2.313, regloss = -2.16882, valid_loss = -1.942, time = 0.392
110130/125000, loss = -2.191, regloss = -2.16649, valid_loss = -1.963, time = 0.267
110140/125000, loss = -2.206, regloss = -2.17028, valid_loss = -1.918, time = 0.306
110150/125000, loss = -2.090, regloss = -2.16536, valid_loss = -1.929, time = 0.365
110160/125000, loss = -2.065, regloss = -2.16291, valid_loss = -1.942, time = 0.268
110170/125000, loss = -2.203, regloss = -2.16056, valid_loss = -1.940, time = 0.394
110180/125000, loss = -2.041, regloss = -2.15828, valid_loss = -1.927, time = 0.265
110190/125000, loss = -2.035, regloss = -2.15981, valid_loss = -1.936, time = 0.267
110200/125000, loss = -2.166, regloss = -2.15987, valid_loss = -1.944, time = 0.396
110210/125000, loss = -2.091, regloss = -2.15923, valid_loss = -1.916, time = 0.266
110220/125000, loss = -2.383, regloss = -2.15856, valid_loss = -1.933, time = 0.272
110230/125000, loss = -2.376, regloss = -2.16351, valid_loss = -1.941, time = 0.266
110240/125000, loss = -2.090, regloss = -2.15559, valid_loss = -1.939, time = 0.267
110250/125000, loss = -2.044, regloss = -2.15767, valid_loss = -1.964, time = 0.474
110260/125000, loss = -2.195, regloss = -2.16006, valid_loss = -1.946, time = 0.393
110270/125000, loss = -2.230, regloss = -2.16558, valid_loss = -1.938, time = 0.266
110280/125000, loss = -2.067, regloss = -2.16348, valid_loss = -1.944, time = 0.393
110290/125000, loss = -2.127, regloss = -2.16544, valid_loss = -1.929, time = 0.280
110300/125000, loss = -2.267, regloss = -2.16553, valid_loss = -1.933, time = 0.270
110310/125000, loss = -2.179, regloss = -2.16429, valid_loss = -1.942, time = 0.393
110320/125000, loss = -2.054, regloss = -2.16616, valid_loss = -1.950, time = 0.267
110330/125000, loss = -2.091, regloss = -2.16693, valid_loss = -1.955, time = 0.394
110340/125000, loss = -2.009, regloss = -2.16748, valid_loss = -1.938, time = 0.279
110350/125000, loss = -2.024, regloss = -2.16695, valid_loss = -1.928, time = 0.265
110360/125000, loss = -2.136, regloss = -2.16659, valid_loss = -1.921, time = 0.412
110370/125000, loss = -2.236, regloss = -2.16875, valid_loss = -1.944, time = 0.267
110380/125000, loss = -2.147, regloss = -2.16165, valid_loss = -1.940, time = 0.395
110390/125000, loss = -2.105, regloss = -2.16085, valid_loss = -1.916, time = 0.267
110400/125000, loss = -2.165, regloss = -2.16200, valid_loss = -1.935, time = 0.266
110410/125000, loss = -2.252, regloss = -2.16171, valid_loss = -1.939, time = 0.394
110420/125000, loss = -2.175, regloss = -2.16038, valid_loss = -1.925, time = 0.266
110430/125000, loss = -2.275, regloss = -2.16432, valid_loss = -1.956, time = 0.397
110440/125000, loss = -2.107, regloss = -2.16374, valid_loss = -1.941, time = 0.280
110450/125000, loss = -2.161, regloss = -2.16450, valid_loss = -1.923, time = 0.277
110460/125000, loss = -2.169, regloss = -2.16636, valid_loss = -1.936, time = 0.396
110470/125000, loss = -2.132, regloss = -2.16234, valid_loss = -1.946, time = 0.269
110480/125000, loss = -2.273, regloss = -2.16354, valid_loss = -1.943, time = 0.391
110490/125000, loss = -2.046, regloss = -2.16090, valid_loss = -1.942, time = 0.283
learning rate: 9.99999974738e-05
SAVED MODEL
110500/125000, loss = -2.118, regloss = -2.16164, valid_loss = -1.934, time = 0.292
110510/125000, loss = -2.045, regloss = -2.16190, valid_loss = -1.927, time = 0.267
110520/125000, loss = -2.134, regloss = -2.16056, valid_loss = -1.921, time = 0.751
110530/125000, loss = -2.054, regloss = -2.15757, valid_loss = -1.947, time = 0.266
110540/125000, loss = -2.329, regloss = -2.16542, valid_loss = -1.927, time = 0.393
110550/125000, loss = -2.090, regloss = -2.16099, valid_loss = -1.950, time = 0.267
110560/125000, loss = -2.292, regloss = -2.15920, valid_loss = -1.933, time = 0.276
110570/125000, loss = -2.318, regloss = -2.16048, valid_loss = -1.923, time = 0.393
110580/125000, loss = -2.223, regloss = -2.16226, valid_loss = -1.948, time = 0.267
110590/125000, loss = -2.136, regloss = -2.16087, valid_loss = -1.941, time = 0.393
110600/125000, loss = -2.282, regloss = -2.15929, valid_loss = -1.934, time = 0.267
110610/125000, loss = -2.259, regloss = -2.16458, valid_loss = -1.952, time = 0.267
110620/125000, loss = -2.128, regloss = -2.16563, valid_loss = -1.944, time = 0.394
110630/125000, loss = -2.080, regloss = -2.16925, valid_loss = -1.921, time = 0.266
110640/125000, loss = -2.087, regloss = -2.17159, valid_loss = -1.932, time = 0.398
110650/125000, loss = -2.236, regloss = -2.17396, valid_loss = -1.937, time = 0.273
110660/125000, loss = -2.052, regloss = -2.16934, valid_loss = -1.927, time = 0.266
110670/125000, loss = -2.027, regloss = -2.16699, valid_loss = -1.965, time = 0.395
110680/125000, loss = -2.100, regloss = -2.16705, valid_loss = -1.947, time = 0.267
110690/125000, loss = -2.225, regloss = -2.16388, valid_loss = -1.925, time = 0.396
110700/125000, loss = -2.220, regloss = -2.16529, valid_loss = -1.939, time = 0.267
110710/125000, loss = -2.013, regloss = -2.16065, valid_loss = -1.934, time = 0.266
110720/125000, loss = -2.284, regloss = -2.15776, valid_loss = -1.930, time = 0.393
110730/125000, loss = -2.243, regloss = -2.16198, valid_loss = -1.939, time = 0.266
110740/125000, loss = -2.319, regloss = -2.16568, valid_loss = -1.946, time = 0.267
110750/125000, loss = -2.160, regloss = -2.16547, valid_loss = -1.928, time = 0.267
110760/125000, loss = -2.234, regloss = -2.16530, valid_loss = -1.938, time = 0.268
110770/125000, loss = -2.120, regloss = -2.16198, valid_loss = -1.932, time = 0.467
110780/125000, loss = -2.023, regloss = -2.16390, valid_loss = -1.919, time = 0.392
110790/125000, loss = -2.270, regloss = -2.16655, valid_loss = -1.923, time = 0.266
110800/125000, loss = -2.197, regloss = -2.16921, valid_loss = -1.944, time = 0.364
110810/125000, loss = -2.265, regloss = -2.16522, valid_loss = -1.934, time = 0.324
110820/125000, loss = -2.050, regloss = -2.16365, valid_loss = -1.940, time = 0.278
110830/125000, loss = -2.195, regloss = -2.16704, valid_loss = -1.940, time = 0.392
110840/125000, loss = -2.180, regloss = -2.16946, valid_loss = -1.925, time = 0.267
110850/125000, loss = -2.051, regloss = -2.16948, valid_loss = -1.939, time = 0.369
110860/125000, loss = -2.234, regloss = -2.17496, valid_loss = -1.952, time = 0.323
110870/125000, loss = -2.101, regloss = -2.17348, valid_loss = -1.906, time = 0.274
110880/125000, loss = -2.341, regloss = -2.17199, valid_loss = -1.959, time = 0.413
110890/125000, loss = -2.261, regloss = -2.16618, valid_loss = -1.929, time = 0.276
110900/125000, loss = -2.163, regloss = -2.16691, valid_loss = -1.927, time = 0.313
110910/125000, loss = -2.194, regloss = -2.16568, valid_loss = -1.923, time = 0.320
110920/125000, loss = -2.195, regloss = -2.16458, valid_loss = -1.939, time = 0.267
110930/125000, loss = -2.260, regloss = -2.16575, valid_loss = -1.940, time = 0.391
110940/125000, loss = -2.266, regloss = -2.16518, valid_loss = -1.946, time = 0.276
110950/125000, loss = -2.190, regloss = -2.16505, valid_loss = -1.936, time = 0.301
110960/125000, loss = -2.165, regloss = -2.16327, valid_loss = -1.911, time = 0.380
110970/125000, loss = -1.924, regloss = -2.16464, valid_loss = -1.967, time = 0.265
110980/125000, loss = -1.993, regloss = -2.16040, valid_loss = -1.959, time = 0.411
110990/125000, loss = -2.027, regloss = -2.16511, valid_loss = -1.927, time = 0.267
learning rate: 9.99999974738e-05
SAVED MODEL
111000/125000, loss = -2.201, regloss = -2.16361, valid_loss = -1.944, time = 0.289
111010/125000, loss = -2.232, regloss = -2.16826, valid_loss = -1.947, time = 0.395
111020/125000, loss = -2.248, regloss = -2.16736, valid_loss = -1.924, time = 0.276
111030/125000, loss = -2.138, regloss = -2.16376, valid_loss = -1.948, time = 0.268
111040/125000, loss = -2.226, regloss = -2.16430, valid_loss = -1.948, time = 0.266
111050/125000, loss = -2.218, regloss = -2.16754, valid_loss = -1.908, time = 0.266
111060/125000, loss = -2.282, regloss = -2.16307, valid_loss = -1.947, time = 0.302
111070/125000, loss = -2.179, regloss = -2.16006, valid_loss = -1.936, time = 0.395
111080/125000, loss = -2.132, regloss = -2.15465, valid_loss = -1.939, time = 0.278
111090/125000, loss = -2.133, regloss = -2.15157, valid_loss = -1.932, time = 0.266
111100/125000, loss = -2.067, regloss = -2.15284, valid_loss = -1.940, time = 0.393
111110/125000, loss = -2.175, regloss = -2.14885, valid_loss = -1.937, time = 0.267
111120/125000, loss = -2.217, regloss = -2.15290, valid_loss = -1.929, time = 0.394
111130/125000, loss = -2.200, regloss = -2.16019, valid_loss = -1.935, time = 0.281
111140/125000, loss = -2.142, regloss = -2.15568, valid_loss = -1.929, time = 0.275
111150/125000, loss = -1.929, regloss = -2.15516, valid_loss = -1.959, time = 0.396
111160/125000, loss = -1.987, regloss = -2.15447, valid_loss = -1.916, time = 0.268
111170/125000, loss = -2.184, regloss = -2.15894, valid_loss = -1.927, time = 0.397
111180/125000, loss = -2.277, regloss = -2.15879, valid_loss = -1.935, time = 0.283
111190/125000, loss = -2.078, regloss = -2.15807, valid_loss = -1.930, time = 0.266
111200/125000, loss = -2.116, regloss = -2.15843, valid_loss = -1.939, time = 0.396
111210/125000, loss = -2.106, regloss = -2.15689, valid_loss = -1.934, time = 0.280
111220/125000, loss = -2.250, regloss = -2.16193, valid_loss = -1.956, time = 0.373
111230/125000, loss = -2.220, regloss = -2.16545, valid_loss = -1.943, time = 0.311
111240/125000, loss = -2.210, regloss = -2.16471, valid_loss = -1.957, time = 0.267
111250/125000, loss = -2.237, regloss = -2.16729, valid_loss = -1.948, time = 0.392
111260/125000, loss = -2.240, regloss = -2.16716, valid_loss = -1.936, time = 0.267
111270/125000, loss = -2.077, regloss = -2.16253, valid_loss = -1.957, time = 0.312
111280/125000, loss = -2.072, regloss = -2.16436, valid_loss = -1.939, time = 0.331
111290/125000, loss = -2.108, regloss = -2.16451, valid_loss = -1.936, time = 0.267
111300/125000, loss = -2.148, regloss = -2.16224, valid_loss = -1.950, time = 0.393
111310/125000, loss = -2.150, regloss = -2.16169, valid_loss = -1.931, time = 0.266
111320/125000, loss = -2.158, regloss = -2.16035, valid_loss = -1.926, time = 0.367
111330/125000, loss = -2.336, regloss = -2.16456, valid_loss = -1.942, time = 0.325
111340/125000, loss = -2.140, regloss = -2.16297, valid_loss = -1.941, time = 0.266
111350/125000, loss = -2.024, regloss = -2.16800, valid_loss = -1.947, time = 0.390
111360/125000, loss = -2.371, regloss = -2.16810, valid_loss = -1.949, time = 0.266
111370/125000, loss = -2.096, regloss = -2.17179, valid_loss = -1.933, time = 0.362
111380/125000, loss = -2.273, regloss = -2.17391, valid_loss = -1.931, time = 0.328
111390/125000, loss = -2.018, regloss = -2.16966, valid_loss = -1.958, time = 0.267
111400/125000, loss = -2.070, regloss = -2.16328, valid_loss = -1.925, time = 0.402
111410/125000, loss = -2.064, regloss = -2.16571, valid_loss = -1.916, time = 0.266
111420/125000, loss = -2.237, regloss = -2.16837, valid_loss = -1.944, time = 0.277
111430/125000, loss = -2.058, regloss = -2.16711, valid_loss = -1.932, time = 0.347
111440/125000, loss = -2.223, regloss = -2.16677, valid_loss = -1.906, time = 0.268
111450/125000, loss = -2.015, regloss = -2.16487, valid_loss = -1.948, time = 0.395
111460/125000, loss = -2.150, regloss = -2.16185, valid_loss = -1.953, time = 0.266
111470/125000, loss = -2.110, regloss = -2.16470, valid_loss = -1.935, time = 0.379
111480/125000, loss = -1.974, regloss = -2.16328, valid_loss = -1.962, time = 0.267
111490/125000, loss = -2.241, regloss = -2.15804, valid_loss = -1.935, time = 0.278
learning rate: 9.99999974738e-05
SAVED MODEL
111500/125000, loss = -2.153, regloss = -2.16029, valid_loss = -1.921, time = 0.284
111510/125000, loss = -2.237, regloss = -2.16422, valid_loss = -1.967, time = 0.266
111520/125000, loss = -2.072, regloss = -2.16259, valid_loss = -1.939, time = 0.272
111530/125000, loss = -2.160, regloss = -2.16198, valid_loss = -1.934, time = 0.431
111540/125000, loss = -2.112, regloss = -2.16360, valid_loss = -1.946, time = 0.392
111550/125000, loss = -2.299, regloss = -2.16288, valid_loss = -1.921, time = 0.266
111560/125000, loss = -2.200, regloss = -2.16423, valid_loss = -1.941, time = 0.266
111570/125000, loss = -2.100, regloss = -2.16440, valid_loss = -1.961, time = 0.396
111580/125000, loss = -2.138, regloss = -2.16307, valid_loss = -1.943, time = 0.267
111590/125000, loss = -2.159, regloss = -2.15985, valid_loss = -1.941, time = 0.393
111600/125000, loss = -2.280, regloss = -2.15904, valid_loss = -1.930, time = 0.268
111610/125000, loss = -2.190, regloss = -2.16273, valid_loss = -1.951, time = 0.266
111620/125000, loss = -2.146, regloss = -2.16320, valid_loss = -1.932, time = 0.393
111630/125000, loss = -2.245, regloss = -2.16507, valid_loss = -1.955, time = 0.267
111640/125000, loss = -2.146, regloss = -2.16173, valid_loss = -1.943, time = 0.392
111650/125000, loss = -2.303, regloss = -2.16791, valid_loss = -1.922, time = 0.267
111660/125000, loss = -2.013, regloss = -2.16345, valid_loss = -1.960, time = 0.268
111670/125000, loss = -2.102, regloss = -2.15841, valid_loss = -1.946, time = 0.393
111680/125000, loss = -2.098, regloss = -2.15802, valid_loss = -1.930, time = 0.266
111690/125000, loss = -2.189, regloss = -2.16092, valid_loss = -1.938, time = 0.393
111700/125000, loss = -2.253, regloss = -2.15802, valid_loss = -1.940, time = 0.280
111710/125000, loss = -2.338, regloss = -2.16332, valid_loss = -1.931, time = 0.267
111720/125000, loss = -2.265, regloss = -2.16608, valid_loss = -1.942, time = 0.394
111730/125000, loss = -2.163, regloss = -2.16601, valid_loss = -1.944, time = 0.267
111740/125000, loss = -2.283, regloss = -2.16402, valid_loss = -1.932, time = 0.395
111750/125000, loss = -2.098, regloss = -2.16214, valid_loss = -1.941, time = 0.268
111760/125000, loss = -2.214, regloss = -2.16390, valid_loss = -1.951, time = 0.266
111770/125000, loss = -2.265, regloss = -2.16940, valid_loss = -1.939, time = 0.392
111780/125000, loss = -2.145, regloss = -2.17190, valid_loss = -1.952, time = 0.267
111790/125000, loss = -2.148, regloss = -2.17241, valid_loss = -1.949, time = 0.315
111800/125000, loss = -2.051, regloss = -2.16604, valid_loss = -1.925, time = 0.282
111810/125000, loss = -2.132, regloss = -2.16289, valid_loss = -1.937, time = 0.274
111820/125000, loss = -2.191, regloss = -2.16154, valid_loss = -1.954, time = 0.393
111830/125000, loss = -2.024, regloss = -2.15752, valid_loss = -1.930, time = 0.276
111840/125000, loss = -2.234, regloss = -2.15896, valid_loss = -1.932, time = 0.394
111850/125000, loss = -2.166, regloss = -2.15727, valid_loss = -1.950, time = 0.279
111860/125000, loss = -2.166, regloss = -2.15858, valid_loss = -1.922, time = 0.266
111870/125000, loss = -2.153, regloss = -2.16318, valid_loss = -1.963, time = 0.392
111880/125000, loss = -2.221, regloss = -2.16509, valid_loss = -1.932, time = 0.267
111890/125000, loss = -2.144, regloss = -2.17009, valid_loss = -1.912, time = 0.396
111900/125000, loss = -2.255, regloss = -2.17071, valid_loss = -1.943, time = 0.269
111910/125000, loss = -2.207, regloss = -2.17227, valid_loss = -1.947, time = 0.269
111920/125000, loss = -1.881, regloss = -2.17065, valid_loss = -1.921, time = 0.393
111930/125000, loss = -2.154, regloss = -2.16908, valid_loss = -1.959, time = 0.276
111940/125000, loss = -2.075, regloss = -2.16420, valid_loss = -1.938, time = 0.395
111950/125000, loss = -2.147, regloss = -2.16769, valid_loss = -1.919, time = 0.283
111960/125000, loss = -2.139, regloss = -2.16726, valid_loss = -1.948, time = 0.267
111970/125000, loss = -2.201, regloss = -2.16447, valid_loss = -1.945, time = 0.394
111980/125000, loss = -2.174, regloss = -2.15903, valid_loss = -1.913, time = 0.276
111990/125000, loss = -2.160, regloss = -2.15714, valid_loss = -1.933, time = 0.395
learning rate: 9.99999974738e-05
SAVED MODEL
112000/125000, loss = -2.266, regloss = -2.15549, valid_loss = -1.950, time = 0.406
112010/125000, loss = -2.235, regloss = -2.15524, valid_loss = -1.924, time = 0.266
112020/125000, loss = -2.140, regloss = -2.15024, valid_loss = -1.932, time = 0.392
112030/125000, loss = -1.935, regloss = -2.14988, valid_loss = -1.939, time = 0.267
112040/125000, loss = -2.129, regloss = -2.15243, valid_loss = -1.924, time = 0.267
112050/125000, loss = -2.144, regloss = -2.14877, valid_loss = -1.955, time = 0.407
112060/125000, loss = -2.201, regloss = -2.14803, valid_loss = -1.972, time = 0.267
112070/125000, loss = -2.102, regloss = -2.15188, valid_loss = -1.924, time = 0.266
112080/125000, loss = -2.166, regloss = -2.15472, valid_loss = -1.960, time = 0.267
112090/125000, loss = -2.203, regloss = -2.15723, valid_loss = -1.947, time = 0.266
112100/125000, loss = -2.227, regloss = -2.15609, valid_loss = -1.919, time = 0.470
112110/125000, loss = -2.148, regloss = -2.15621, valid_loss = -1.959, time = 0.393
112120/125000, loss = -2.312, regloss = -2.16000, valid_loss = -1.936, time = 0.267
112130/125000, loss = -2.187, regloss = -2.16628, valid_loss = -1.938, time = 0.266
112140/125000, loss = -2.059, regloss = -2.16821, valid_loss = -1.936, time = 0.266
112150/125000, loss = -2.239, regloss = -2.17146, valid_loss = -1.937, time = 0.266
112160/125000, loss = -2.235, regloss = -2.17147, valid_loss = -1.932, time = 0.267
112170/125000, loss = -2.289, regloss = -2.17408, valid_loss = -1.956, time = 0.394
112180/125000, loss = -2.065, regloss = -2.17413, valid_loss = -1.953, time = 0.279
112190/125000, loss = -2.018, regloss = -2.16892, valid_loss = -1.941, time = 0.272
112200/125000, loss = -2.011, regloss = -2.16197, valid_loss = -1.946, time = 0.394
112210/125000, loss = -2.155, regloss = -2.16367, valid_loss = -1.927, time = 0.272
112220/125000, loss = -2.048, regloss = -2.16453, valid_loss = -1.914, time = 0.392
112230/125000, loss = -2.029, regloss = -2.15983, valid_loss = -1.937, time = 0.281
112240/125000, loss = -2.089, regloss = -2.15702, valid_loss = -1.954, time = 0.267
112250/125000, loss = -2.173, regloss = -2.15803, valid_loss = -1.928, time = 0.393
112260/125000, loss = -2.354, regloss = -2.16348, valid_loss = -1.948, time = 0.267
112270/125000, loss = -2.279, regloss = -2.15976, valid_loss = -1.952, time = 0.393
112280/125000, loss = -2.042, regloss = -2.16067, valid_loss = -1.945, time = 0.280
112290/125000, loss = -1.960, regloss = -2.15675, valid_loss = -1.946, time = 0.266
112300/125000, loss = -2.300, regloss = -2.16089, valid_loss = -1.944, time = 0.395
112310/125000, loss = -2.166, regloss = -2.16008, valid_loss = -1.937, time = 0.277
112320/125000, loss = -1.970, regloss = -2.15914, valid_loss = -1.928, time = 0.291
112330/125000, loss = -2.143, regloss = -2.15801, valid_loss = -1.939, time = 0.318
112340/125000, loss = -1.999, regloss = -2.15700, valid_loss = -1.934, time = 0.267
112350/125000, loss = -2.239, regloss = -2.15630, valid_loss = -1.928, time = 0.393
112360/125000, loss = -2.063, regloss = -2.15365, valid_loss = -1.941, time = 0.267
112370/125000, loss = -2.322, regloss = -2.15602, valid_loss = -1.927, time = 0.324
112380/125000, loss = -2.019, regloss = -2.15376, valid_loss = -1.956, time = 0.327
112390/125000, loss = -2.214, regloss = -2.15705, valid_loss = -1.952, time = 0.266
112400/125000, loss = -2.197, regloss = -2.15746, valid_loss = -1.930, time = 0.393
112410/125000, loss = -2.126, regloss = -2.15914, valid_loss = -1.951, time = 0.266
112420/125000, loss = -2.176, regloss = -2.15806, valid_loss = -1.941, time = 0.350
112430/125000, loss = -2.012, regloss = -2.15893, valid_loss = -1.932, time = 0.331
112440/125000, loss = -2.215, regloss = -2.16163, valid_loss = -1.958, time = 0.266
112450/125000, loss = -2.130, regloss = -2.16179, valid_loss = -1.942, time = 0.394
112460/125000, loss = -2.253, regloss = -2.16358, valid_loss = -1.925, time = 0.266
112470/125000, loss = -2.037, regloss = -2.16548, valid_loss = -1.953, time = 0.312
112480/125000, loss = -2.356, regloss = -2.17005, valid_loss = -1.926, time = 0.365
112490/125000, loss = -2.245, regloss = -2.17000, valid_loss = -1.918, time = 0.268
learning rate: 9.99999974738e-05
SAVED MODEL
112500/125000, loss = -2.174, regloss = -2.17504, valid_loss = -1.941, time = 0.289
112510/125000, loss = -2.282, regloss = -2.17464, valid_loss = -1.935, time = 0.267
112520/125000, loss = -2.321, regloss = -2.17907, valid_loss = -1.937, time = 0.266
112530/125000, loss = -2.292, regloss = -2.18080, valid_loss = -1.934, time = 0.420
112540/125000, loss = -2.220, regloss = -2.17706, valid_loss = -1.942, time = 0.394
112550/125000, loss = -2.414, regloss = -2.17538, valid_loss = -1.935, time = 0.266
112560/125000, loss = -2.131, regloss = -2.17460, valid_loss = -1.935, time = 0.268
112570/125000, loss = -2.282, regloss = -2.17543, valid_loss = -1.930, time = 0.393
112580/125000, loss = -2.249, regloss = -2.17358, valid_loss = -1.922, time = 0.267
112590/125000, loss = -2.080, regloss = -2.17499, valid_loss = -1.928, time = 0.393
112600/125000, loss = -2.073, regloss = -2.17484, valid_loss = -1.941, time = 0.267
112610/125000, loss = -2.281, regloss = -2.17144, valid_loss = -1.917, time = 0.266
112620/125000, loss = -2.103, regloss = -2.17226, valid_loss = -1.941, time = 0.266
112630/125000, loss = -2.256, regloss = -2.17148, valid_loss = -1.947, time = 0.267
112640/125000, loss = -2.092, regloss = -2.17240, valid_loss = -1.938, time = 0.266
112650/125000, loss = -2.187, regloss = -2.17380, valid_loss = -1.954, time = 0.266
112660/125000, loss = -2.042, regloss = -2.17760, valid_loss = -1.950, time = 0.267
112670/125000, loss = -2.243, regloss = -2.17314, valid_loss = -1.918, time = 0.274
112680/125000, loss = -2.177, regloss = -2.17502, valid_loss = -1.945, time = 0.477
112690/125000, loss = -2.131, regloss = -2.17655, valid_loss = -1.939, time = 0.395
112700/125000, loss = -2.306, regloss = -2.17807, valid_loss = -1.921, time = 0.267
112710/125000, loss = -2.081, regloss = -2.17494, valid_loss = -1.932, time = 0.394
112720/125000, loss = -2.162, regloss = -2.17385, valid_loss = -1.927, time = 0.267
112730/125000, loss = -2.222, regloss = -2.17002, valid_loss = -1.927, time = 0.266
112740/125000, loss = -2.244, regloss = -2.17082, valid_loss = -1.930, time = 0.392
112750/125000, loss = -2.170, regloss = -2.17289, valid_loss = -1.938, time = 0.266
112760/125000, loss = -2.140, regloss = -2.17445, valid_loss = -1.931, time = 0.392
112770/125000, loss = -2.089, regloss = -2.17228, valid_loss = -1.947, time = 0.266
112780/125000, loss = -2.038, regloss = -2.16394, valid_loss = -1.942, time = 0.267
112790/125000, loss = -2.116, regloss = -2.15948, valid_loss = -1.918, time = 0.391
112800/125000, loss = -2.204, regloss = -2.15974, valid_loss = -1.942, time = 0.276
